town,state,sentiment_score,number_of_posts,satisfaction_score,score_valid
Stony Point, NY,0.49345384615384613,13,3.5441,1
Teaticket, MA,0.30174615384615383,117,3.1113,1
Harrisburg, MO,0.2310840909090909,44,2.952,1
Camden, MS,n/a,0,2.4305,0
Jackson, CA,0.44757142857142856,35,3.4405,1
Hayden, ID,0.23286714285714286,70,2.9561,1
Bernardston, MA,0.30094054054054054,74,3.1095,1
Swampscott, MA,0.22192056074766356,214,2.9312,1
Healdsburg, CA,-0.08168039215686275,51,2.2462,1
Fulks Run, VA,0.12124285714285715,7,2.704,1
Viburnum, MO,0.0,5,2.4305,1
Saint Paul Park, MN,0.2381,33,2.9678,1
Benton, MS,0.17735767195767196,189,2.8308,1
McMinnville, TN,0.19287021276595745,47,2.8658,1
Braintree, MA,0.2812785875961974,2209,3.0653,1
Paxton, MA,0.372007650273224,183,3.2699,1
Bridgeport, WV,0.4939,2,3.545,1
West Wareham, MA,0.19126451612903225,31,2.8622,1
Brightwood, VA,0.338805,20,3.195,1
Woodridge, IL,0.22233809523809525,126,2.9322,1
Strafford, MO,0.19932912087912089,182,2.8803,1
Cherry Valley, MA,0.3062213114754098,61,3.1215,1
Danvers, MA,0.28769410480349344,458,3.0797,1
Agawam, MA,0.2625859399684044,633,3.0231,1
South Chatham, MA,0.405284,100,3.3451,1
Elkhorn, NE,0.4399536231884058,69,3.4234,1
Snellville, GA,0.1656972602739726,73,2.8044,1
Faber, VA,0.33609513888888887,144,3.1889,1
Rush City, MN,0.40700000000000003,2,3.3489,1
Carriere, MS,0.26434809805579035,1183,3.0269,1
Harvard, MA,0.34935692307692306,195,3.2189,1
Bourne, MA,0.33585630901287555,1165,3.1885,1
Locust Grove, VA,0.3054085004009623,1247,3.1197,1
Willoughby, OH,0.295074,250,3.0964,1
Lynch Station, VA,n/a,0,2.4305,0
Atlanta, MO,0.0,2,2.4305,1
Saint Paul, MN,0.21628969696969697,330,2.9186,1
Flora, MS,0.21006022727272727,176,2.9046,1
Holliston, MA,0.27758578267113454,2089,3.0569,1
Russell, MA,0.26644923076923077,65,3.0317,1
Shirley, MA,0.3293421052631579,38,3.1736,1
Rockport, MA,0.29952388836329236,4229,3.1063,1
Orange, MA,0.25591026402640266,3030,3.008,1
Oceanside, CA,0.15240919540229886,87,2.7744,1
Warwick, MA,0.3914777049180328,305,3.3139,1
West Boylston, MA,0.20095509989484753,951,2.8841,1
Reedville, VA,0.30748490566037734,53,3.1244,1
Potosi, WI,n/a,0,2.4305,0
Joelton, TN,0.2562546798029557,812,3.0089,1
New Virginia, IA,0.0,4,2.4305,1
Tewksbury, MA,0.27350452342487885,1238,3.0477,1
Alton, IL,0.29575454545454544,22,3.098,1
Pine Bluff, AR,n/a,0,2.4305,0
Columbia, VA,0.0,1,2.4305,1
Wayzata, MN,0.3921134800550206,727,3.3153,1
Owensville, MO,0.2573521472392638,163,3.0114,1
Warsaw, MO,0.13558571428571428,49,2.7365,1
West Fairlee, VT,0.0,84,2.4305,1
Colrain, MA,0.32806799999999997,25,3.1709,1
Wareham, MA,0.3152626436781609,348,3.142,1
Breese, IL,0.0,2,2.4305,1
Henley, MO,0.2824525641025641,78,3.068,1
Athol, MA,0.271572131147541,183,3.0434,1
East Wareham, MA,0.38689304347826087,120,3.3036,1
Needham Heights, MA,0.2843164383561644,73,3.072,1
Liberty Lake, WA,0.017322222222222204,27,2.4696,1
Gridley, CA,0.40995454545454546,66,3.3557,1
Rogersville, MO,0.31483174061433444,293,3.1409,1
Belzoni, MS,0.25706666666666667,3,3.0107,1
Northbridge, MA,0.21533127413127412,259,2.9164,1
South Easton, MA,0.28007473309608544,562,3.0626,1
Henrico, VA,0.3265809691912709,6232,3.1675,1
New Castle, VA,0.2518578947368421,19,2.9989,1
Winfield, MO,0.22830425894378195,587,2.9457,1
Pineville, MO,0.451265234375,256,3.4489,1
Chicopee, MA,0.45067990700763866,3011,3.4475,1
Grafton, MA,0.29088953488372093,86,3.0869,1
Lenox, MA,0.39559822222222224,225,3.3232,1
Noble, LA,n/a,0,2.4305,0
Fleming Island, FL,0.7651044247787611,113,4.1569,1
Floyd, VA,0.364375,4,3.2528,1
Saint Joseph, MO,0.13361777777777778,45,2.732,1
Urich, MO,0.10336666666666668,6,2.6639,1
Lake Mary, FL,0.5158747899159664,476,3.5946,1
Country Club, MO,0.24903029612756264,878,2.9924,1
Tybee Island, GA,0.44518,365,3.4351,1
New Iberia, LA,0.1937193641618497,1038,2.8676,1
North Dartmouth, MA,0.18726624068157616,939,2.8532,1
Patrick Springs, VA,0.1832909090909091,33,2.8442,1
North Oaks, MN,0.273255737704918,61,3.0472,1
Pollock, LA,0.04354444444444444,9,2.5287,1
Allston, MA,0.09182258064516129,93,2.6377,1
Covington, WA,0.3461333333333333,39,3.2115,1
Natural Bridge Station, VA,0.17618721804511278,133,2.8281,1
Bay Saint Louis, MS,n/a,0,2.4305,0
Kimberling City, MO,0.25415464285714284,560,3.0041,1
Edgartown, MA,0.10933737373737373,99,2.6772,1
Mansura, LA,0.0,6,2.4305,1
Mashpee, MA,0.3957982939632546,762,3.3236,1
Cummington, MA,0.3538363636363636,22,3.2289,1
Harrison, OH,0.1873195652173913,276,2.8532,1
Highland Springs, VA,0.26635939849624063,399,3.0317,1
Fincastle, VA,0.43763749999999996,8,3.418,1
Birmingham, MO,0.0,5,2.4305,1
Crystal Springs, MS,0.30345546875,128,3.1154,1
Creighton, MO,0.0026333333333333334,6,2.4364,1
Stockbridge, MA,0.12963823529411764,34,2.723,1
Providence Forge, VA,0.3391027397260274,438,3.1957,1
Parker City, IN,-0.027333333333333328,9,2.3689,1
Warrensburg, MO,0.3095873774509804,1632,3.1291,1
Belden, MS,0.4345627329192547,161,3.4112,1
Twin Valley, MN,0.2369,2,2.9651,1
Needham, MA,0.2601465481171548,956,3.0174,1
Halifax, MA,0.25125664739884396,173,2.9976,1
Big Stone Gap, VA,0.18848688524590165,61,2.8559,1
Sherwood, OR,0.10245106382978723,47,2.6618,1
Elkridge, MD,0.317736,50,3.1474,1
Aberdeen, MS,0.3141609210526316,760,3.1395,1
Watertown, MN,0.28359139784946236,186,3.0705,1
Helena, MO,0.0,1,2.4305,1
Falcon Heights, MN,0.25934375,16,3.0156,1
Grain Valley, MO,0.3536021788990826,872,3.2284,1
Hanover, MA,0.4511268456375839,149,3.4484,1
Princeton, MA,0.2578221402214022,271,3.0123,1
San Marino, CA,0.2699863157894737,285,3.0398,1
Lancaster, VA,0.34281052631578945,95,3.204,1
Montrose, CO,0.139044,25,2.7442,1
Enid, MS,0.0877,6,2.6284,1
Meadowview, VA,0.2836174418604651,172,3.0705,1
Newaygo, MI,n/a,0,2.4305,0
Montross, VA,0.27858920704845813,454,3.0592,1
Glade Spring, VA,0.24975624999999999,16,2.9942,1
Lees Summit, MO,0.29029089915704026,6406,3.0856,1
Slidell, LA,0.3006383703997882,15108,3.1088,1
Pleasant Valley, MO,0.251274025974026,77,2.9976,1
Sunrise Beach, MO,0.3146570802919708,685,3.1406,1
Mattapan, MA,0.22943064516129033,124,2.9482,1
Matthews, NC,0.19500531914893618,94,2.8706,1
Caledonia, MS,0.2153716894977169,438,2.9166,1
Eldon, MO,0.283217277486911,573,3.0696,1
West Frankfort, IL,0.09668000000000002,5,2.6487,1
Wright City, MO,0.15060261096605745,383,2.7704,1
Conway, MO,0.32013056300268095,373,3.1528,1
Leeds, MA,0.608800495049505,202,3.8043,1
Salisbury, MA,0.4077696261682243,214,3.3507,1
Wenham, MA,0.31586470588235294,68,3.1434,1
North Falmouth, MA,0.36916608695652176,115,3.2636,1
Arlington, VA,0.30364455124743495,9259,3.1156,1
Jeffersontown, KY,0.08008918918918916,37,2.6113,1
Bruner, MO,0.0,2,2.4305,1
Westminster, MA,0.24864444444444445,234,2.9915,1
Choudrant, LA,0.1716,30,2.8178,1
The Villages, FL,0.35734249084249087,273,3.2368,1
Sturbridge, MA,0.5889035714285714,28,3.7594,1
Canal Winchester, OH,0.17371197916666667,192,2.8225,1
Windermere, FL,0.5046448275862069,29,3.5691,1
Jackson, MI,0.18785,84,2.8543,1
Niangua, MO,0.0,1,2.4305,1
Saint Louis, MO,0.19443371251292657,967,2.8692,1
Byrnes Mill, MO,0.2523312977099237,131,2.9998,1
Ware, MA,0.20720851063829787,141,2.8981,1
Buffalo Junction, VA,n/a,0,2.4305,0
Hague, VA,0.1623709677419355,124,2.797,1
Spring Valley, MN,0.29812886904761904,672,3.1032,1
Albuquerque, NM,0.3176274336283186,113,3.1472,1
Osage Beach, MO,0.23939637096774194,248,2.9707,1
Vacaville, CA,0.38745102040816326,49,3.3049,1
Scott, LA,0.18116212927756653,1315,2.8394,1
Pittsville, VA,0.0,4,2.4305,1
Mahwah, NJ,n/a,0,2.4305,0
Elliston, VA,0.47696337499999997,800,3.5069,1
Bent Mountain, VA,0.23452777777777778,36,2.9597,1
Evington, VA,0.32047672413793105,232,3.1537,1
Duffield, VA,0.04707777777777778,18,2.5368,1
Waxahachie, TX,0.34535964912280703,57,3.2099,1
Brooklyn, MS,0.0,1,2.4305,1
Marion, MA,0.1700851485148515,101,2.8144,1
Jamaica Plain, MA,0.43603522727272725,176,3.4143,1
Millis, MA,0.28778084687346134,2031,3.0799,1
Mattaponi, VA,0.09000000000000001,18,2.6336,1
Pocahontas, IL,0.1351925,80,2.7356,1
Sandusky, OH,0.3529181818181818,11,3.2268,1
Broussard, LA,0.28109602237414544,1609,3.0648,1
Lockport, LA,0.14725128205128205,39,2.7629,1
Templeton, MA,0.3703990099009901,101,3.2663,1
Amelia Court House, VA,0.3602415598290598,936,3.2433,1
Como, MS,0.06573846153846154,13,2.5788,1
Summer Shade, KY,0.16632,5,2.8058,1
Lanesboro, MA,0.3130864864864865,37,3.137,1
Sagamore Beach, MA,0.20839142857142856,70,2.9008,1
Gladstone, OR,0.3013595238095238,294,3.1106,1
Petersburg, VA,0.2779013221153846,832,3.0576,1
Lottsburg, VA,-0.020818181818181816,11,2.3836,1
Jefferson City, MT,0.21592477876106195,113,2.9177,1
Nixa, MO,0.293650185873606,2152,3.0933,1
Calhoun, MO,0.026230769230769235,52,2.4897,1
Elm City, NC,0.25411481481481485,27,3.0039,1
Fairlawn, VA,0.16737435897435898,39,2.8083,1
Wheatland, CA,0.278439898989899,198,3.0587,1
Blue Eye, MO,0.2356,101,2.9622,1
Smithton, MO,0.23520000000000002,2,2.9613,1
Eolia, MO,0.13138,25,2.727,1
Tyngsboro, MA,0.236964898989899,396,2.9653,1
Newsoms, VA,0.27402857142857145,7,3.0488,1
Newtown, VA,0.11988369565217391,92,2.7011,1
Madison, VA,0.33954298245614034,228,3.1966,1
Everett, MA,0.4497568382352941,2720,3.4455,1
Scotts Valley, CA,0.1801092105263158,76,2.8369,1
Morse, LA,0.38344,5,3.2957,1
Tyrone, GA,0.1860904761904762,63,2.8505,1
Ferris, TX,0.2691955555555556,180,3.038,1
Fairport Harbor, OH,0.24939885057471264,174,2.9933,1
Green Ridge, MO,0.33215430894308945,615,3.1801,1
Reeds Spring, MO,0.41573375,80,3.3685,1
Sunshine, LA,0.19862295081967213,61,2.8787,1
Conway, MA,0.32013056300268095,373,3.1528,1
Green River, WY,0.0,2,2.4305,1
Atkins, VA,-0.4232,1,1.4756,1
Verona, MO,0.06888125,16,2.586,1
West Springfield, MA,0.26593684807256235,882,3.0305,1
Dalton, MA,0.3807823834196891,193,3.2898,1
Pembroke, MA,n/a,0,2.4305,0
Lincoln, MA,0.30299269662921346,178,3.1142,1
Kents Store, VA,0.3738402777777778,72,3.274,1
Rapidan, VA,0.38734545454545455,11,3.3045,1
Woodbridge, VA,0.4928480769230769,104,3.5425,1
Elsberry, MO,0.1895888888888889,18,2.8584,1
Noel, MO,0.26196521739130435,23,3.0217,1
Barnstable, MA,0.49762472118959106,538,3.5533,1
Shelby Township, MI,n/a,0,2.4305,0
San Bernardino, CA,0.3222751265365148,1383,3.1578,1
Hartsburg, MO,0.45636763392857144,448,3.4604,1
Stickney, IL,0.2837989010989011,91,3.0709,1
Fall RIver, MA,0.6567894736842105,19,3.9126,1
Shutesbury, MA,0.5729203883495145,206,3.7233,1
Heathsville, VA,0.27160836653386455,502,3.0434,1
Louisa, VA,0.25225261780104713,764,2.9998,1
Festus, MO,0.3726519811582156,3609,3.2715,1
Saint Charles, MO,0.12062452830188679,53,2.7027,1
Mandeville, LA,0.2988025823927765,11075,3.1048,1
Phillipston, MA,0.0025382352941176536,34,2.4362,1
Carlisle, MA,0.2612247311827957,93,3.0199,1
St. Rose, LA,0.38575588235294117,34,3.3011,1
Columbia, MS,0.07681944444444445,72,2.6038,1
Sabin, MN,-0.05121666666666667,6,2.315,1
Grubville, MO,0.2272653846153846,52,2.9434,1
Soddy Daisy, TN,0.15354800000000002,25,2.7769,1
Sweet Springs, MO,0.4333666666666667,12,3.4085,1
Marblehead, MA,0.33915475285171104,789,3.1959,1
Ashburnham, MA,0.24925827814569537,302,2.9931,1
Bluemont, VA,0.23496818181818183,220,2.9608,1
Pinetta, FL,0.27025,4,3.0402,1
Hampden, MA,0.23811675977653632,358,2.9678,1
Island Pond, VT,-0.0025,4,2.4249,1
Brookneal, VA,-0.08944999999999999,6,2.2288,1
Crozier, VA,0.36746781002638523,379,3.2598,1
Pearisburg, VA,0.14444,30,2.7564,1
Waite Park, MN,0.22228087431693988,183,2.9322,1
Billings, MO,0.1592404761904762,84,2.7898,1
Boyce, LA,0.19385976430976432,594,2.8681,1
Zachary, LA,0.1829444513715711,1604,2.8432,1
Morrisville, VT,0.1831076923076923,104,2.8437,1
South Egremont, MA,0.34304615384615383,26,3.2045,1
Hardy, VA,0.1717820512820513,39,2.8182,1
Lexington, VA,0.31954180704441043,653,3.1515,1
Jackson, WY,0.2403998027613412,507,2.973,1
Winston, GA,0.6010129032258065,31,3.7867,1
Collinsville, MS,0.22731176470588235,17,2.9434,1
Sparks, NV,0.418541796875,256,3.3749,1
Silex, MO,0.19024242424242424,132,2.8597,1
Young America, MN,0.2723341836734694,196,3.045,1
Herculaneum, MO,0.21185180722891567,83,2.9087,1
Sparta, NJ,0.27240392156862747,153,3.0452,1
East Moline, IL,n/a,0,2.4305,0
Wellesley Hills, MA,0.368184900990099,1212,3.2614,1
Gordonsville, VA,0.28081283783783784,444,3.0642,1
Carrsville, VA,0.3108139534883721,215,3.1318,1
Metairie, LA,0.1937060026560425,3767,2.8676,1
Walpole, MA,0.3347921082299887,887,3.186,1
Westford, MA,0.30145435126582276,1264,3.1109,1
Milford, MA,0.3160121927236971,1017,3.1436,1
Barhamsville, VA,0.20578823529411763,51,2.8949,1
Paradis, LA,0.2755523076923077,65,3.0524,1
Haywood, VA,0.9584125,8,4.5931,1
Eleva, WI,n/a,0,2.4305,0
Williamsburg, MA,0.0,3,2.4305,1
Plympton, MA,0.21246176470588235,68,2.91,1
Northglenn, CO,0.33132727272727275,154,3.1781,1
Riner, VA,0.09750465116279071,86,2.6505,1
Sartell, MN,0.2566492948717949,1560,3.0095,1
Warrenton, MO,0.2608857748469147,2123,3.0192,1
Eastham, MA,0.34747065217391304,184,3.2147,1
Duxbury, MA,0.19072569832402234,179,2.8608,1
Huntly, VA,0.46954999999999997,2,3.4899,1
Levelland, TX,0.47511,10,3.5026,1
Pocasset, MA,0.4032131147540984,61,3.3403,1
Birdsnest, VA,n/a,0,2.4305,0
Seymour, MO,0.07363076923076922,13,2.5966,1
Kearney, MO,0.32052956555171086,2601,3.1537,1
Lucas, TX,0.4884142857142857,63,3.5326,1
Wellesley, MA,0.31928467230443974,946,3.151,1
Exeter, CA,0.2587939393939394,33,3.0145,1
Galax, VA,0.387317637073502,5891,3.3045,1
Byhalia, MS,0.24425137334689725,986,2.9818,1
Orrick, MO,0.0811391304347826,23,2.6135,1
Mason, OH,0.316208,100,3.144,1
Sugar Creek, MO,0.21358563218390805,174,2.9125,1
Dennis Port, MA,0.33353457249070634,269,3.1831,1
Dry Prong, LA,0.278805978898007,853,3.0596,1
Ashby, MA,0.005427450980392168,51,2.4427,1
Dunn Loring, VA,0.2602191489361702,94,3.0177,1
Pounding Mill, VA,0.0,3,2.4305,1
Spruce, MI,0.31745,2,3.147,1
Newark, CA,0.31156451612903224,465,3.1336,1
Centerview, MO,0.0915953125,64,2.6372,1
Pleasant Hope, MO,0.7541714285714286,28,4.1323,1
Duson, LA,0.09638199233716475,261,2.6481,1
Lake Charles, LA,0.2691840386664637,13141,3.038,1
Medway, MA,0.3069641379310345,145,3.1233,1
Sheridan, IN,0.2712147368421053,285,3.0425,1
Coos Bay, OR,0.25613690476190476,84,3.0084,1
Coeburn, VA,0.0,6,2.4305,1
Bedford, VA,0.28372789799072645,1295,3.0707,1
Dinwiddie, VA,0.0,3,2.4305,1
Metuchen, NJ,0.1839970588235294,102,2.8457,1
Brighton, MO,0.34137,10,3.2009,1
Lancaster, MA,0.33692205882352944,136,3.1907,1
West Tisbury, MA,0.6249,4,3.8406,1
Lake Lotawana, MO,0.1703156976744186,172,2.8148,1
Lebanon, OH,0.2846982300884956,113,3.073,1
North Truro, MA,0.0,2,2.4305,1
Liberty, NC,0.05054107142857144,56,2.5445,1
Mount Solon, VA,0.0,1,2.4305,1
Penhook, VA,0.31823574144486694,263,3.1485,1
Sauk Centre, MN,0.023604,25,2.4838,1
Anderson, MO,0.16238947368421053,38,2.797,1
Port St. Lucie, FL,0.299950622406639,241,3.1075,1
Broad Run, VA,0.2980251461988304,171,3.103,1
Keene, VA,0.21837894736842106,19,2.9234,1
Lambsburg, VA,0.22608,30,2.9407,1
Royalton, MN,n/a,0,2.4305,0
Fairland, IN,0.34780590015128593,1322,3.2153,1
Platte City, MO,0.3215785992217899,1285,3.1562,1
Gonzales, LA,0.2730665897021473,4331,3.0468,1
Salem, MA,0.32507619453924913,1172,3.1641,1
Erwin, TN,0.2960174825174825,143,3.0984,1
Ford, VA,n/a,0,2.4305,0
Waterville, MN,0.18652105263157895,57,2.8514,1
Bastrop, TX,0.2671630681818182,176,3.0335,1
Cedar Hill, MO,0.15132236842105262,228,2.7719,1
Eunice, LA,0.21283382352941177,340,2.9107,1
Saint James, MO,0.09785555555555556,9,2.6515,1
Northfield, MA,0.45980863787375414,301,3.4681,1
Grottoes, VA,0.3369610429447853,326,3.191,1
Middleburg, VA,0.30042054794520545,73,3.1084,1
Scarsdale, NY,0.29391460317460316,315,3.0937,1
Dry Fork, VA,0.28750000000000003,19,3.0793,1
Reva, VA,0.20024166666666668,120,2.8823,1
West Monroe, LA,0.24729142194744977,1294,2.9886,1
Vineyard Haven, MA,0.2906531725888325,788,3.0865,1
Hope Mills, NC,0.12618484848484848,33,2.7153,1
Aroda, VA,0.28306951219512194,82,3.0693,1
Blackwell, MO,0.07948666666666666,15,2.6099,1
Frohna, MO,0.0,1,2.4305,1
Kirbyville, MO,0.17155,2,2.8178,1
Corinth, MS,0.09390615384615385,65,2.6424,1
Bartlesville, OK,0.2635088607594937,158,3.0251,1
Potosi, MO,0.33525,2,3.1869,1
Norwell, MA,0.24645,6,2.9868,1
Milton, WA,0.20540823045267492,243,2.894,1
Greenfield, MA,0.37925241502683366,1118,3.2864,1
Townsend, MA,0.19931944847605226,689,2.8803,1
West Bridgewater, MA,0.2655527777777778,108,3.0299,1
Richlands, VA,0.17648906250000002,64,2.8288,1
Blairs, VA,0.3411926470588235,204,3.2004,1
Fort Belvoir, VA,0.40277443181818184,176,3.3394,1
Rueter, MO,-0.029925925925925932,27,2.3631,1
Corcoran, MN,0.3013453125,64,3.1104,1
Erath, LA,0.24961176470588237,51,2.9938,1
Dover, MA,0.4902828125,576,3.5369,1
North Easton, MA,0.2180941908713693,241,2.9227,1
Mooringsport, LA,0.18415916666666668,240,2.8462,1
Westwego, LA,0.24528646820027064,739,2.984,1
Manchester, MA,0.37856346153846154,52,3.2848,1
Mansfield, MA,0.24119036608863198,519,2.9748,1
Middletown, VA,0.249755587808418,689,2.9942,1
Penn Laird, VA,0.051149462365591404,93,2.5459,1
Windsor, MO,0.15064111111111111,90,2.7704,1
Elgin, TX,0.2355925925925926,27,2.9622,1
Hatfield, MA,0.16434444444444446,18,2.8013,1
Marshfield, MA,0.34298354151359295,1361,3.2045,1
Norfolk, MA,0.25050433145009415,531,2.9958,1
Ashland, MA,0.2979301587301587,882,3.1027,1
Whitinsville, MA,0.2549363636363636,264,3.0057,1
Parks, LA,-0.16677142857142857,7,2.0542,1
Blue Ridge, VA,0.20024166666666668,120,2.8823,1
Edinburg, VA,0.34062857142857145,42,3.1991,1
Florence, MA,0.3230868794326241,282,3.1596,1
Ooltewah, TN,0.25468,10,3.0053,1
Topsfield, MA,0.41044896551724136,290,3.3566,1
Manchester, MO,0.4011123711340206,194,3.3356,1
Taneyville, MO,0.0,2,2.4305,1
Mendon, MA,0.21423013698630136,73,2.9139,1
Wilbraham, MA,0.22340754716981132,106,2.9346,1
Cape Charles, VA,0.3181311965811966,234,3.1483,1
Maurertown, VA,0.5992999999999999,2,3.7828,1
Cloverdale, VA,0.30786753246753246,77,3.1253,1
New Braintree, MA,0.2995952380952381,21,3.1066,1
Rio Rancho, NM,0.22273518518518517,162,2.9331,1
Ashland, MO,0.18597777777777777,18,2.8502,1
Belchertown, MA,0.31102306569343063,685,3.1323,1
Bellevue, WA,0.41282383612662943,537,3.362,1
Kennett, MO,0.04534285714285714,7,2.5328,1
Hinton, VA,0.5498107142857143,28,3.6711,1
Raytown, MO,0.24491440173253926,1847,2.9831,1
Wentzville, MO,0.3258539122703023,3374,3.1659,1
Kirksville, MO,0.37431498388829215,1863,3.2751,1
New Salem, MA,0.23605535714285716,112,2.9633,1
Westhampton, MA,0.4088660714285714,56,3.3532,1
Brodnax, VA,0.0,1,2.4305,1
Buena Vista, VA,0.16782899543378996,438,2.8092,1
Esmont, VA,0.3521458333333333,24,3.225,1
Carrollton, VA,0.23458926905132194,643,2.9599,1
Cardwell, MO,0.0,3,2.4305,1
Zumbro Falls, MN,0.24900000000000003,5,2.9924,1
Cosby, TN,0.04506,15,2.5323,1
Durant, OK,0.22373529411764706,17,2.9353,1
Chatham, MA,0.47445624999999997,16,3.5012,1
Roanoke, VA,0.2935047720203323,13181,3.0928,1
Tallahassee, FL,0.26674558823529415,68,3.0323,1
Walker, MN,-0.00823529411764706,17,2.412,1
Republic, MO,0.2789824586628325,1391,3.0601,1
Stotts City, MO,n/a,0,2.4305,0
Mechanicsville, VA,0.35348577187220065,6698,3.2282,1
Oakdale, LA,0.27182264150943397,106,3.0438,1
Goshen, VA,0.16775,100,2.8092,1
Youngstown, OH,0.2428888888888889,27,2.9786,1
Blue Lake, CA,0.3843879518072289,83,3.2979,1
Spencer, MA,0.1919439393939394,132,2.8636,1
Nahant, MA,0.33571,80,3.188,1
Olympia, WA,0.34191363636363636,198,3.202,1
Zwolle, LA,n/a,0,2.4305,0
Granville, MA,n/a,0,2.4305,0
Port Republic, VA,0.05708,5,2.5594,1
Mount Hermon, CA,0.4748203125,64,3.5019,1
Fort Blackmore, VA,0.0,2,2.4305,1
Catharpin, VA,0.388,67,3.306,1
Dublin, OH,0.33471071428571425,28,3.1858,1
Taylorsville, UT,n/a,0,2.4305,0
Bassett, VA,0.0234875,8,2.4836,1
Marshall, WI,0.2915509383378016,373,3.0885,1
Cedar Creek, TX,0.16242763157894738,152,2.797,1
South West City, MO,0.0,1,2.4305,1
Enterprise, MS,0.4754,6,3.5033,1
Wellfleet, MA,0.2441102564102564,78,2.9813,1
Claudville, VA,0.0,3,2.4305,1
Toccoa, GA,0.243968093385214,514,2.9811,1
Rixeyville, VA,0.15632222222222222,36,2.7832,1
Chelsea, MA,0.33538182683158896,1051,3.1874,1
Free Union, VA,0.4163513513513514,74,3.3701,1
Barnegat, NJ,0.18612499999999998,36,2.8505,1
Marks, MS,n/a,0,2.4305,0
Gladstone, MO,0.33743098391674553,2114,3.1919,1
Bay Springs, MS,n/a,0,2.4305,0
Angwin, CA,0.2614196078431373,102,3.0204,1
Swansea, MA,0.348972131147541,183,3.218,1
Monson, MA,0.21029732142857144,112,2.9051,1
Groton, MA,0.2548381167365366,3101,3.0055,1
South Grafton, MA,0.30366198347107437,121,3.1158,1
Parkville, MO,0.2526753938077132,1841,3.0007,1
Stillwater, MN,0.3232243650793651,2520,3.1598,1
Galena, MO,0.18875,54,2.8566,1
Eros, LA,0.3910777777777778,81,3.313,1
Sorrento, LA,0.24332521891418565,571,2.9795,1
Belmont, MA,0.3963052310374891,1147,3.3248,1
Pittsfield, MA,0.35182456270934126,5374,3.2244,1
South Dennis, MA,0.3630985197368421,1216,3.2499,1
Powhatan, VA,0.2836622484829128,6262,3.0707,1
Lake Ozark, MO,0.2188809022556391,665,2.9245,1
Spring Park, MN,0.4551823529411765,17,3.4577,1
Russellville, MO,0.0839948717948718,39,2.6201,1
Fulton, MS,0.3521174545454545,275,3.225,1
Hopedale, MA,0.3874153846153846,78,3.3047,1
