town,state,sentiment_score,number_of_posts,satisfaction_score,score_valid
Gretna, VA,0.0,1,2.4305,1
Berryville, VA,0.29174695945945944,1184,3.0887,1
Harrisonburg, VA,0.3385670750382848,3265,3.1946,1
Hume, VA,0.3203085106382979,47,3.1533,1
Spicer, MN,0.1467125,80,2.7616,1
Stephens City, VA,0.22298904428904429,858,2.9337,1
Gulfport, MS,0.21883097345132743,113,2.9243,1
Marrero, LA,0.28502347790674,4911,3.0736,1
Holland, MA,0.2890451740506329,1264,3.0827,1
Littleton, MA,0.3196479087452471,263,3.1517,1
Prince George, VA,0.2630762553191489,1175,3.0242,1
Rogersville, PA,0.0,2,2.4305,1
Green Castle, MO,n/a,0,2.4305,0
Walnut Shade, MO,0.1101,4,2.679,1
Portageville, MO,0.500525,16,3.5599,1
Lexington, MA,0.39832277070063693,1256,3.3293,1
Weston, MA,0.3439092909535452,409,3.2065,1
Monterey, MA,0.26054033613445376,119,3.0183,1
Hull, MA,0.3007150943396226,106,3.1091,1
Milpitas, CA,0.5538882352941177,34,3.6804,1
Boyce, VA,0.5276162162162162,37,3.621,1
Trimble, MO,0.31947088607594937,79,3.1515,1
Jamul, CA,0.31926296296296297,27,3.151,1
Boston, KY,0.2216,32,2.9306,1
Keithville, LA,0.1945157142857143,210,2.8694,1
Keezletown, VA,0.4733290322580645,31,3.4985,1
Higginsville, MO,0.08766136363636363,44,2.6284,1
Burton, OH,0.2629871794871795,39,3.024,1
Bentonia, MS,0.0,7,2.4305,1
Clever, MO,0.2289263157894737,76,2.947,1
Raynham, MA,0.19690344827586206,261,2.8748,1
Waynesville, NC,0.6365000000000001,5,3.8668,1
Holden, MA,0.2552186090225564,532,3.0064,1
Camden Point, MO,0.11163272727272729,55,2.6824,1
Moss Bluff, LA,0.0,1,2.4305,1
Millbury, MA,0.2005226837060703,313,2.883,1
Covington, VA,0.258333423180593,371,3.0134,1
Burlingame, CA,0.14729270833333333,96,2.7629,1
Castle Pines, CO,0.408811320754717,106,3.353,1
Palo Alto, CA,0.24589245283018868,106,2.9854,1
Pevely, MO,0.2559026490066225,302,3.008,1
Somerville, NJ,0.011580555555555554,36,2.4567,1
Mount Prospect, IL,0.4114625954198473,131,3.3591,1
Branch, LA,0.11246666666666667,3,2.6844,1
Albany, OR,0.4860868700265252,1508,3.5274,1
Axton, VA,0.33344032258064515,62,3.1828,1
Paeonian Springs, VA,0.20856842105263157,38,2.9012,1
Rileyville, VA,0.2061294117647059,17,2.8956,1
Narrows, VA,0.2590044117647059,68,3.015,1
Edgerton, MO,0.13484324324324323,37,2.7347,1
Sturgeon, MO,0.027733333333333325,9,2.4931,1
Collinsville, VA,0.274625,32,3.0502,1
Scandia, MN,0.39021875,240,3.311,1
Queen Creek, AZ,0.26016966858789625,1388,3.0177,1
Shelburne Falls, MA,0.2791295774647887,71,3.0603,1
Great Barrington, MA,0.29101776470588236,856,3.0872,1
Mc Kenney, VA,0.04158070175438597,57,2.5244,1
Kingsville, MO,0.2365951515151515,330,2.9644,1
Saint Peters, MO,0.24147619047619048,336,2.9755,1
North Attleboro, MA,0.315209360816944,5289,3.1418,1
Manassas Park, VA,0.24079129746835443,632,2.9739,1
Prosperity, SC,0.2237304347826087,46,2.9353,1
Hayes, VA,0.2527584905660377,212,3.001,1
Clarkton, MO,n/a,0,2.4305,0
Everton, MO,0.17834090909090908,22,2.8329,1
Dutton, VA,0.5127709677419355,31,3.5876,1
Mansfield, TX,0.2129394736842105,38,2.9109,1
Lake Tapawingo, MO,0.19246842105263157,57,2.8649,1
Lampe, MO,0.10907297297297297,37,2.6767,1
Rolla, MO,0.2880717052631579,4751,3.0806,1
Sibley, MO,0.3117153846153846,65,3.1339,1
Bristol, NH,-0.06295666666666667,60,2.2884,1
Cottonport, LA,0.11806190476190477,21,2.697,1
Carville, LA,0.0744,10,2.5984,1
North Grafton, MA,0.3279162162162162,74,3.1704,1
Reiles Acres, ND,0.0,2,2.4305,1
Ashland, MS,0.2454757841907152,797,2.9845,1
Saint Michael, MN,0.10007727272727272,44,2.6564,1
Oak Grove, MO,0.264697277676951,551,3.0278,1
Lima, OH,0.09435,4,2.6436,1
Leominster, MA,0.4147364667154353,2734,3.3663,1
Kingston, MA,0.23502092130518235,521,2.9608,1
Oakham, MA,0.30057272727272727,11,3.1088,1
Marysville, OH,0.3627330459770115,348,3.249,1
Winchendon, MA,0.30411136363636365,176,3.1167,1
Bracey, VA,0.25016764705882355,782,2.9951,1
Geismar, LA,0.2489391008174387,734,2.9922,1
Markham, VA,-0.03,2,2.3629,1
Lohman, MO,0.33725688073394494,218,3.1916,1
Excelsior Springs, MO,0.16628566978193146,321,2.8058,1
Devens, MA,0.4946872727272727,55,3.5468,1
Lunenburg, MA,0.33375581395348836,301,3.1837,1
Clifton Forge, VA,0.21969166666666667,36,2.9263,1
Stanchfield, MN,0.17154318181818182,220,2.8175,1
Lowell, MA,0.3046320431372549,25501,3.1179,1
Sandstone, MN,0.252625,40,3.0005,1
Benoit, MS,n/a,0,2.4305,0
Grenada, MS,0.22557666666666668,90,2.9396,1
Lucedale, MS,0.0,2,2.4305,1
Osceola, AR,0.1734,16,2.8218,1
Midland, VA,0.2175634974533107,589,2.9215,1
Boykins, VA,n/a,0,2.4305,0
Bourbon, MO,-0.09096,10,2.2252,1
Fort Mohave, AZ,0.2310511904761905,84,2.952,1
Northampton, MA,0.3247267217630854,363,3.1632,1
Middletown, CT,0.34466589595375724,173,3.2083,1
Remington, VA,0.4059420792079208,202,3.3464,1
Wagram, NC,0.3340080808080808,99,3.1842,1
Webster Groves, MO,0.2816022805017104,877,3.066,1
Cumberland, OH,n/a,0,2.4305,0
Steele, MO,0.18240384615384617,104,2.8421,1
Worthington, MN,0.09929444444444445,36,2.6546,1
Elm Grove, LA,0.1424,10,2.7519,1
Wilmington, MA,0.27865828848223895,1858,3.0594,1
Boonville, MO,0.25512397660818714,513,3.0062,1
Garden City, MO,-0.00014444444444443693,18,2.4303,1
Bourg, LA,0.1530843137254902,51,2.776,1
Middleboro, MA,0.18762261904761904,252,2.8539,1
Ragley, LA,0.2627,25,3.0233,1
Minot, ND,0.22241470588235296,272,2.9324,1
Linden, VA,0.27458583333333336,480,3.0502,1
Hillsville, VA,0.07911555555555555,45,2.609,1
Forest, MS,0.22877492526158447,2676,2.9468,1
Augusta, GA,0.3467246794871795,2184,3.2128,1
Gautier, MS,0.336097009569378,836,3.1889,1
Chauvin, LA,0.10240735294117648,68,2.6616,1
Adams, MA,0.129190625,32,2.7221,1
Bruington, VA,-0.2884,3,1.7798,1
Kenosha, WI,0.6466739130434782,23,3.8898,1
Plaquemine, LA,0.2680454706142289,2263,3.0353,1
Dighton, MA,0.25551293103448275,116,3.0071,1
Nowata, OK,0.19334909090909091,660,2.8667,1
Hadley, MA,0.38624021909233175,639,3.302,1
Waubun, MN,0.0,1,2.4305,1
Diberville, MS,0.2491664739884393,173,2.9928,1
Caruthersville, MO,0.07576470588235294,17,2.6016,1
Hessmer, LA,n/a,0,2.4305,0
Cole Camp, MO,-0.016975,8,2.3922,1
Powell, MO,0.17034653465346536,101,2.8148,1
Plaucheville, LA,-0.8371,1,0.5417,1
Ludlow, MA,0.19582857142857144,392,2.8724,1
Princeton, NJ,0.24477636363636365,55,2.9829,1
Wakefield, MA,0.29968903225806454,155,3.1068,1
White Castle, LA,0.0,7,2.4305,1
Hampton, VA,0.26861867792266525,13267,3.0366,1
Covina, CA,0.24265073746312685,339,2.9782,1
Tigard, OR,0.22600529411764705,170,2.9405,1
Ferguson, MO,0.1380635193133047,233,2.7422,1
Sutton, MA,0.23559736842105264,38,2.9622,1
Sheffield, MA,0.12592222222222224,9,2.7146,1
Madison, NJ,0.37196054054054056,185,3.2699,1
Clear Brook, VA,0.6238659090909091,44,3.8383,1
Diamondhead, MS,0.3044853731343284,1005,3.1176,1
Sulphur, LA,0.2738476902173913,736,3.0484,1
Brandy Station, VA,0.5482595238095238,84,3.6677,1
Dayton, VA,0.29500217391304345,46,3.0962,1
Exmore, VA,0.2822269230769231,26,3.0673,1
Churchville, PA,0.4807957345971564,211,3.5154,1
Saint Cloud, MN,0.24935813953488373,43,2.9933,1
Stamping Ground, KY,0.17759747899159664,119,2.8313,1
Provincetown, MA,0.08133725490196078,51,2.614,1
Bluefield, VA,0.2629929782082325,413,3.024,1
Quantico, MD,n/a,0,2.4305,0
Gardner, MA,0.26210462724935735,1945,3.022,1
New Whiteland, IN,0.3733212121212121,33,3.2729,1
Maynard, MA,0.4877674418604651,43,3.5312,1
Oilville, VA,0.26941176470588235,17,3.0384,1
Bentonville, VA,0.3251432,125,3.1641,1
Charlottesville, VA,0.29914427480916034,131,3.1054,1
Lebanon, MO,0.2886532915360502,319,3.082,1
Peculiar, MO,0.30292931147540986,1525,3.114,1
Waseca, MN,0.8381937500000002,304,4.3219,1
Iota, LA,0.03926111111111111,18,2.5192,1
Jackson, LA,0.14393,80,2.7552,1
Bartlett, TN,0.4221793357933579,271,3.3832,1
Brookfield, MA,-0.06529090909090908,11,2.2832,1
Canton, MA,0.22143274907749078,1084,2.9301,1
Reading, MA,0.29843381088825216,349,3.1039,1
Hartford, VT,0.4494107142857143,28,3.4446,1
Middlebrook, VA,0.48518181818181816,22,3.5254,1
Napoleon, MO,0.038318181818181814,11,2.517,1
Goodman, MO,0.27003333333333335,6,3.0398,1
Buzzards Bay, MA,0.32497715355805246,267,3.1639,1
Hinsdale, MA,0.16034651162790697,43,2.7923,1
North, VA,0.24875,50,2.9917,1
Marlton, NJ,0.3023411764705882,34,3.1127,1
Harbor Springs, MI,n/a,0,2.4305,0
Randolph, MA,0.25158973063973067,594,2.9983,1
Fernandina Beach, FL,0.31391960784313727,51,3.1388,1
Tecumseh, OK,0.3123184210526316,38,3.1352,1
Mattapoisett, MA,0.33509734513274336,113,3.1867,1
Callao, MO,n/a,0,2.4305,0
Prospect, CT,0.6726,3,3.9482,1
Hot Springs, AR,0.0,1,2.4305,1
Ville Platte, LA,0.3912221635883905,1516,3.3133,1
Dumfries, VA,0.24003858937981354,2467,2.9721,1
Ayer, MA,0.31256517647058824,850,3.1359,1
Oro Valley, AZ,0.3446892857142857,140,3.2083,1
Gladys, VA,0.0,7,2.4305,1
Rothsay, MN,0.0,2,2.4305,1
Carl Junction, MO,0.20709584415584414,385,2.8979,1
Saint Gabriel, LA,n/a,0,2.4305,0
Darrow, LA,0.248685,500,2.9917,1
Rowley, MA,0.27595619834710744,726,3.0533,1
Haughton, LA,0.267108353115727,6740,3.0332,1
Harahan, LA,0.14354108199492815,1183,2.7543,1
Hiltons, VA,0.23968636363636364,22,2.9714,1
Waynesville, MO,0.22527412314886983,1283,2.9389,1
Lawrence, KS,0.2709229551451187,758,3.0418,1
Stacy, MN,0.19889261006289308,636,2.8794,1
Lone Jack, MO,0.3569592920353982,565,3.2361,1
Butler, MO,0.21554733727810652,169,2.9168,1
Berlin, MA,0.32359333333333334,105,3.1607,1
Homeland, CA,0.41806176470588235,68,3.374,1
Hingham, MA,0.32785712851405624,996,3.1704,1
Jefferson, MA,0.44105000000000005,12,3.4259,1
Hialeah, FL,n/a,0,2.4305,0
McLean, VA,0.391647641509434,2544,3.3142,1
Pacific, MO,0.29300078125,768,3.0917,1
Clarence, MO,0.32726907216494844,97,3.1691,1
Saint Martinville, LA,0.4041666666666667,9,3.3426,1
Hopkinton, MA,0.34849931129476586,726,3.2169,1
Plymouth, MI,0.29471285714285717,140,3.0955,1
Indian Orchard, MA,0.23988125000000002,96,2.9719,1
Cohasset, MA,0.34708358208955226,67,3.2138,1
Goochland, VA,0.2713309523809524,252,3.0427,1
Breaux Bridge, LA,0.28610388587432173,5714,3.0761,1
Allendale, MI,0.12411428571428572,7,2.7106,1
Cedarcreek, MO,0.0,1,2.4305,1
Carencro, LA,0.25152331786542925,863,2.998,1
Dequincy, LA,0.18080576923076924,52,2.8385,1
Plain Dealing, LA,0.0,7,2.4305,1
Leighton, IA,0.337075,4,3.1912,1
Nancy, KY,n/a,0,2.4305,0
Goode, VA,0.27530707456978964,523,3.0517,1
Winterset, IA,0.2917468085106383,47,3.0887,1
Bridgewater, VA,0.21553124440465532,1117,2.9168,1
Radcliff, KY,0.22074054054054054,37,2.9285,1
Dewey, OK,0.0734,6,2.5962,1
Fiskdale, MA,0.16527714285714287,35,2.8035,1
La Verne, CA,0.138878125,32,2.744,1
Millville, MA,0.22587,50,2.9403,1
Kinsale, VA,0.14586,15,2.7598,1
Martinsville, VA,0.29891958333333335,480,3.105,1
Highlandville, MO,0.1957085889570552,163,2.8721,1
Tracy, MN,0.09971666666666668,6,2.6555,1
Rocky Comfort, MO,0.9376,1,4.5462,1
South Hadley, MA,0.31824119718309857,852,3.1485,1
Cotuit, MA,0.2387072727272727,110,2.9692,1
Cheyenne, WY,0.25238297872340426,94,3.0001,1
Chilhowee, MO,0.016485714285714288,14,2.4678,1
Jackson, MO,0.2660515450361604,3042,3.031,1
Greenwood, MS,0.18707428571428572,35,2.8527,1
Uxbridge, MA,0.3224188524590164,122,3.158,1
Waban, MA,0.5260638888888889,72,3.6177,1
Manakin Sabot, VA,0.2630187692307692,650,3.024,1
Richardsville, VA,0.0,3,2.4305,1
Dunlap, IL,0.19721481481481482,27,2.8755,1
Hollywood, FL,0.16348721461187216,876,2.7995,1
Forsyth, MO,0.18181917808219178,73,2.8408,1
Olean, MO,n/a,0,2.4305,0
Eagle, ID,0.4294810810810811,37,3.3997,1
Sullivan, MO,0.2182984799131379,921,2.9231,1
Rutland, MA,0.0,1,2.4305,1
South Yarmouth, MA,0.3877493902439024,164,3.3054,1
Raven, VA,0.07686666666666667,9,2.6041,1
Ashburn, VA,0.28001426344505065,5132,3.0623,1
Hot Springs, VA,0.28283888888888886,18,3.0687,1
East Sandwich, MA,0.2905397660818713,171,3.086,1
Maurice, LA,0.30508293515358365,293,3.119,1
Oak Grove, LA,0.2582107238605898,373,3.0132,1
Port Chester, NY,0.3259326923076923,104,3.1659,1
Taunton, MA,0.2822433023872679,1508,3.0673,1
Hurt, VA,0.14062307692307693,13,2.7478,1
Franklin, IN,0.35083333333333333,3,3.2221,1
Wadena, MN,0.11746896551724138,29,2.6957,1
Culleoka, TN,0.5759883720930232,43,3.7302,1
Concordia, MO,n/a,0,2.4305,0
Puyallup, WA,0.6371,35,3.8681,1
Marstons Mills, MA,0.3270419512195122,205,3.1684,1
Upton, MA,0.11255714285714286,14,2.6846,1
Bethany, MO,0.0,4,2.4305,1
Rushville, MO,0.40822857142857144,7,3.3516,1
Vergas, MN,0.15924230769230768,52,2.7898,1
Catawissa, MO,0.2012909090909091,176,2.8848,1
Saint Johnsbury, VT,n/a,0,2.4305,0
Royalston, MA,0.184464,25,2.8469,1
Montegut, LA,0.034866666666666664,18,2.5093,1
Kissee Mills, MO,0.2737,18,3.0481,1
Shell Knob, MO,0.3314,24,3.1783,1
Gill, MA,0.3644259900990099,2828,3.2528,1
South Weymouth, MA,0.3128666666666667,459,3.1366,1
Deville, LA,0.1591,2,2.7895,1
Hatfield, PA,0.27826666666666666,15,3.0585,1
Woodworth, LA,0.35925172413793105,117,3.2413,1
Wickliffe, KY,-0.005714285714285714,7,2.4177,1
Broadlands, VA,0.31910487012987016,308,3.1506,1
Byram, MS,0.19332628458498025,506,2.8667,1
Altavista, VA,0.127403125,32,2.718,1
King And Queen Court House, VA,-0.2884,3,1.7798,1
Winnebago, IL,0.0,1,2.4305,1
Moon, VA,0.0,11,2.4305,1
Brandon, MS,0.26265575820739967,5757,3.0233,1
Rocky River, OH,-0.44794444444444437,18,1.4199,1
Sterlington, LA,0.07873229166666668,96,2.6081,1
Harwich Port, MA,0.13636486486486488,37,2.7383,1
East Falmouth, MA,0.2947202272727273,880,3.0955,1
Southborough, MA,0.23063770949720672,358,2.9509,1
Alton, VA,0.2561090909090909,11,3.0084,1
Boones Mill, VA,0.2445473282442748,131,2.9822,1
Concord, VA,0.26819175946547885,898,3.0357,1
Rockingham, NC,0.0,4,2.4305,1
Clarksville, VA,0.14594831460674157,89,2.7598,1
Clarksdale, MO,0.16916521739130436,23,2.8123,1
Kearney, NE,0.30191999999999997,25,3.1118,1
Brandon, FL,0.30424689655172416,290,3.117,1
Nantucket, MA,0.24859967213114753,305,2.9915,1
Newburyport, MA,0.3690245503597122,2224,3.2632,1
Huntington, MA,0.34115535714285716,56,3.2004,1
King William, VA,0.1869320987654321,81,2.8523,1
Craigsville, VA,0.11594,15,2.6921,1
Bedford, IN,0.26689999999999997,3,3.0328,1
Skidmore, MO,0.0,1,2.4305,1
Crowley, LA,0.15347304347826088,230,2.7769,1
Kenner, LA,0.2517331457800512,1955,2.9985,1
Becket, MA,0.2840741935483871,124,3.0716,1
Rochdale, MA,0.0,1,2.4305,1
Broadway, VA,0.24293775510204083,98,2.9786,1
Bloomsdale, MO,0.2825875,8,3.0682,1
Marshfield, MO,0.2928459330143541,209,3.0912,1
Franklin, VA,0.16333125,208,2.799,1
Charles City, VA,0.3175123456790123,81,3.147,1
Cedar Bluff, VA,0.38614453125,128,3.3018,1
Camp Verde, AZ,n/a,0,2.4305,0
Birch Run, MI,0.1507908163265306,98,2.7708,1
Albertville, MN,0.2204421052631579,171,2.9279,1
Grand Forks, ND,0.6719903225806452,31,3.9469,1
Madisonville, LA,0.43256196423502696,3523,3.4067,1
Boxford, MA,0.3322443406022845,963,3.1801,1
Winder, GA,0.46699520547945206,146,3.4843,1
Troutville, VA,0.21911290322580645,31,2.9249,1
Maryland Heights, MO,0.3454139274691358,2592,3.2099,1
Clarksburg, MO,0.0,1,2.4305,1
Macon, MO,-0.0038956521739130444,23,2.4217,1
Oil City, LA,0.14325294117647058,17,2.7539,1
Seekonk, MA,0.4630336689741976,3178,3.4753,1
Mount Jackson, VA,0.3809015625,64,3.29,1
Versailles, MO,-0.016,5,2.3944,1
Wyoming, MN,0.32047659574468085,94,3.1537,1
Agency, MO,0.0,2,2.4305,1
Archie, MO,0.3525605263157895,38,3.2262,1
Hudson, MA,0.31498763316350165,2159,3.1413,1
Suffolk, VA,0.3131195789473684,475,3.137,1
Grosse Tete, LA,0.1945,13,2.8694,1
Elmont, NY,0.12251083333333333,480,2.707,1
Bayonne, NJ,0.29886357493857496,6512,3.105,1
Ludowici, GA,0.41129,10,3.3586,1
Sherborn, MA,0.36835909090909097,22,3.2618,1
Radiant, VA,0.27024375,16,3.0402,1
Basye, VA,0.2621,28,3.022,1
Casa Grande, AZ,0.49824761904761905,126,3.5547,1
Lanexa, VA,0.40992566735112934,487,3.3555,1
Ferrum, VA,0.23296545176110262,3265,2.9563,1
Sarcoxie, MO,0.1942051282051282,39,2.8687,1
Foley, MO,0.20729868421052633,228,2.8983,1
Saint Amant, LA,0.3776095035460993,705,3.2826,1
Chestnut Hill, MA,0.3250750980392157,510,3.1641,1
Raphine, VA,0.11341282051282052,39,2.6864,1
Pulaski, WI,n/a,0,2.4305,0
Rogers, MN,0.35776162280701757,912,3.2379,1
Buckner, MO,-0.08193055555555555,36,2.2457,1
Maurepas, LA,0.14669483870967742,310,2.7616,1
Auburndale, MA,0.3825844327176781,379,3.2939,1
West Brookfield, MA,0.1802032786885246,61,2.8372,1
Bolton, MS,0.0,1,2.4305,1
Crocker, MO,0.1678,5,2.8092,1
Vivian, LA,-0.0016666666666666668,6,2.4267,1
Newbury, MA,0.27898676470588235,204,3.0601,1
Avon, MA,0.3010268897149938,4036,3.1097,1
Eagle Rock, VA,0.028981250000000004,16,2.496,1
Fort Lee, VA,0.12257469879518072,83,2.7072,1
Egan, LA,0.4097857142857143,7,3.3552,1
Port Allen, LA,0.2541215736040609,788,3.0039,1
Hubbardston, MA,0.28226410256410256,702,3.0675,1
Hayti, MO,0.0,4,2.4305,1
Stonewall, LA,0.21914787234042554,188,2.9249,1
Bridgewater, MA,0.2658731462925852,499,3.0305,1
Huffman, TX,0.3104152777777778,72,3.1309,1
East Alton, IL,0.25913478260869566,23,3.0152,1
Daleville, VA,0.3542934861907243,1919,3.23,1
New Kent, VA,0.3094975485188968,979,3.1289,1
Marionville, MO,0.3409933333333333,15,3.2,1
Pepperell, MA,0.2689638888888889,36,3.0375,1
North Bend, WA,0.5877106598984772,591,3.7566,1
Bumpass, VA,0.27966742424242425,132,3.0617,1
Saint Robert, MO,0.22086306306306305,111,2.929,1
Amesbury, MA,0.346761804697157,809,3.2131,1
Amissville, VA,0.2587346889952153,418,3.0143,1
Ann Arbor, MI,0.27193227699530514,852,3.0441,1
Ewing, VA,0.0,3,2.4305,1
Fairfax Station, VA,0.3544193423597679,517,3.2302,1
Shakopee, MN,0.30137789640173984,2529,3.1106,1
Saint Peter, MN,0.9209,1,4.5085,1
Bear, DE,-0.08660277777777778,36,2.2351,1
Coushatta, LA,n/a,0,2.4305,0
East Weymouth, MA,0.38360206896551724,145,3.2961,1
Danville, VA,0.3117849085923218,10941,3.1341,1
Hallsville, MO,0.13134264705882354,68,2.7268,1
Albany, MN,0.33896470588235295,119,3.1955,1
Carthage, MS,0.09404901960784315,51,2.6427,1
Crawford, MS,0.26918539325842694,89,3.038,1
Blackstone, MA,0.4192956953642384,302,3.3767,1
Maringouin, LA,0.12254,15,2.707,1
Plains, MT,0.18925510204081633,147,2.8577,1
Fort Defiance, VA,0.20468846153846154,26,2.8924,1
Columbia, LA,0.0556025641025641,39,2.556,1
Clifton, VA,0.3426367149758454,207,3.2036,1
Maitland, FL,0.2554390977443609,133,3.0068,1
Quincy, IL,0.1675962962962963,27,2.8087,1
Whitman, MA,0.2539972222222222,144,3.0037,1
Centreville, VA,0.27675872963086134,3007,3.0551,1
South Hamilton, MA,0.43142359208523595,657,3.404,1
Wesley Chapel, FL,-0.4083866666666666,15,1.509,1
Aylett, VA,0.26790500758725344,659,3.035,1
Westerville, OH,0.5658,50,3.7072,1
La Crosse, VA,0.16584285714285713,7,2.8047,1
Des Peres, MO,0.3267165217391304,230,3.1677,1
Greenwood, MO,0.13816984924623116,199,2.7424,1
San Gabriel, CA,0.06697777777777777,90,2.5817,1
Crane, MO,0.07506,10,2.6,1
Gray, LA,0.31405671140939595,298,3.1393,1
Canyon Dam, CA,0.28855714285714285,21,3.0818,1
Roslindale, MA,0.22927683823529413,544,2.9479,1
Sunset, LA,0.16513917050691246,217,2.8031,1
Gainesville, VA,0.28874328247115744,2688,3.082,1
Killeen, TX,0.18257500000000002,16,2.8426,1
Many, LA,0.3696906976744186,43,3.2647,1
Cheshire, MA,0.19388,30,2.8681,1
Acushnet, MA,0.2146939393939394,33,2.915,1
Steubenville, OH,0.19124375000000002,160,2.862,1
Sharon, MA,0.2684767973856209,306,3.0364,1
Bristow, VA,0.34226542288557216,1206,3.2029,1
Beaverdam, VA,0.22812844827586207,232,2.9452,1
West Springfield, VA,0.25587045454545454,132,3.008,1
East Taunton, MA,0.2083604938271605,81,2.9008,1
Burbank, IL,0.43474080459770115,522,3.4114,1
Turlock, CA,0.12286162790697674,86,2.7079,1
Dorchester, MA,0.1787522633744856,243,2.834,1
Leicester, MA,0.4581,23,3.4642,1
Highland, NY,0.3899,9,3.3103,1
Shafer, MN,0.3429149425287356,87,3.2043,1
Blandford, MA,0.24031999999999998,10,2.9728,1
Watertown, MA,0.5110936194895592,1724,3.5838,1
Franklinton, LA,0.2550976501305483,766,3.0062,1
Granby, MA,0.11427570093457944,107,2.6885,1
Decatur, IN,0.48581587301587303,63,3.5267,1
Havelock, NC,-0.11285,12,2.1758,1
Pembroke, VA,0.2645,124,3.0274,1
Pittsboro, NC,0.4684826923076923,52,3.4877,1
Jasper, MO,0.2383818181818182,11,2.9685,1
Bolivia, NC,0.0,1,2.4305,1
Tipton, MI,0.20512702702702704,37,2.8933,1
Lynnfield, MA,0.23024117647058823,374,2.95,1
Luray, VA,0.0,3,2.4305,1
Perryville, MO,0.2015902255639098,266,2.8854,1
Canton, MS,0.2234459165154265,1102,2.9346,1
Medina, NY,0.424775,4,3.3891,1
Otterville, MO,0.118878125,32,2.6988,1
Taylors Falls, MN,0.4209735294117647,34,3.3805,1
Rolling Hills, CA,0.29993724066390043,964,3.1072,1
Saint Francisville, LA,0.19672222222222221,27,2.8744,1
New Marlborough, MA,0.40866842105263157,19,3.3527,1
Southwick, MA,0.2462913043478261,23,2.9863,1
Port Haywood, VA,0.1862941176470588,17,2.8509,1
Booneville, MS,0.13579673913043477,92,2.737,1
Odessa, MO,0.35561764705882354,238,3.2329,1
Foxboro, MA,0.32011903846153844,520,3.1528,1
Westlake, LA,0.20351304347826088,161,2.8897,1
Baldwinville, MA,0.35526162790697674,86,3.2323,1
Hyde Park, MA,0.2739296943231441,229,3.0486,1
Dunnsville, VA,0.09375333333333334,15,2.6422,1
Bohannon, VA,0.3937,11,3.3189,1
Warr Acres, OK,0.2911710843373494,166,3.0876,1
Boydton, VA,-0.02022857142857143,7,2.385,1
Deltaville, VA,0.0,13,2.4305,1
Freeman, VA,0.03959999999999999,3,2.5199,1
Maryville, MO,0.24649142857142858,245,2.9868,1
Cosby, MO,0.10912727272727273,11,2.6767,1
Chester, MA,0.22822627118644068,118,2.9455,1
West Newbury, MA,0.4364713450292398,171,3.4155,1
Lakeville, MA,0.2259609756097561,82,2.9405,1
Lawton, OK,0.12061864406779661,59,2.7027,1
Ivor, VA,0.23605645161290323,62,2.9633,1
Hamilton, VA,0.3542031686859273,1073,3.2298,1
Coon Rapids, MN,0.02655833333333336,12,2.4906,1
Reeds, MO,0.6178,3,3.8246,1
Carterville, MO,0.3330736,125,3.1822,1
Magalia, CA,0.3060268181818182,660,3.121,1
East Orange, NJ,0.19116666666666668,12,2.862,1
Benton, MO,0.09397333333333333,15,2.6427,1
Zimmerman, MN,0.29881658536585365,410,3.1048,1
High Ridge, MO,0.2545496132596685,905,3.0048,1
Clarksdale, MS,0.170091643454039,359,2.8144,1
Ashfield, MA,0.33534065040650407,123,3.1871,1
Terrytown, LA,0.20624507936507935,315,2.8958,1
Bridge City, LA,0.12391623376623377,154,2.7101,1
Hurricane, WV,0.09904074074074071,27,2.6539,1
East Bridgewater, MA,0.30037132867132865,143,3.1084,1
Watkins, MN,0.18139642857142857,56,2.8399,1
Williamstown, MA,0.41371632653061224,49,3.364,1
Broadview Heights, OH,0.48345244755244754,143,3.5215,1
Lena, LA,0.2811945454545455,55,3.0651,1
Chester, VA,0.3308800360174942,3887,3.1772,1
Ridgeway, VA,0.28328869606003754,2132,3.0698,1
Manor, TX,0.1385576923076923,78,2.7433,1
Fitchburg, MA,0.2588716604244694,1602,3.0147,1
Shrewsbury, MA,0.3110463075880759,2952,3.1323,1
Kilmarnock, VA,0.1779864406779661,118,2.8322,1
Rhoadesville, VA,0.1841963503649635,137,2.8462,1
Ecru, MS,0.3497860465116279,172,3.2198,1
Youngsville, LA,0.30933722084367243,4433,3.1285,1
Palmer, MA,0.21662162162162163,111,2.9193,1
Crimora, VA,0.5529692307692308,26,3.6783,1
Rolesville, NC,0.25023333333333336,21,2.9951,1
Lapeer, MI,0.11644736842105263,57,2.6932,1
Petaluma, CA,0.3448859375,128,3.2088,1
Ocean Springs, MS,n/a,0,2.4305,0
East Walpole, MA,0.27032,45,3.0405,1
Rayne, LA,0.39684506172839507,486,3.3259,1
Hornbeck, LA,0.0,3,2.4305,1
Centerville, MA,0.45438563218390804,174,3.4559,1
Hamtramck, MI,0.270589417989418,189,3.0411,1
Gore, VA,0.2154842105263158,38,2.9168,1
Blackstone, VA,0.33010035398230086,565,3.1754,1
Soquel, CA,0.4046151219512195,205,3.3435,1
La Plata, MO,0.3411142857142857,14,3.2002,1
Zionsville, IN,0.248,85,2.9901,1
Grand Isle, LA,0.6958500000000001,2,4.0008,1
Leesville, LA,0.14794807692307693,104,2.7643,1
South Walpole, MA,0.0,6,2.4305,1
